2019/1/20 星期日 12:34:07	正在初始化...已完成
2019/1/20 星期日 15:31:30	[任务5]排队人数现已超过余票数，请您选择其他席别或车次。

2019/1/20 星期日 15:31:30	[返回无票]该数据为缓存,将G1018车次放入小黑屋60秒...

2019/1/20 星期日 15:31:30	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/20 星期日 15:32:41	开始预订G1018次列车车票...

2019/1/20 星期日 15:32:41	[极速]线程启动完成,开始解析算法...

2019/1/20 星期日 15:32:41	[任务1]算法解析完成,开始申请订单...

2019/1/20 星期日 15:32:42	[任务2]实时余票为(1)张,继续提交...

2019/1/20 星期日 15:32:42	[任务4]当前无需验证码,开始提交订单...

2019/1/20 星期日 15:32:42	[任务5]排队人数现已超过余票数，请您选择其他席别或车次。

2019/1/20 星期日 15:32:42	[返回无票]该数据为缓存,将G1018车次放入小黑屋60秒...

2019/1/20 星期日 15:32:42	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/20 星期日 15:33:41	开始预订G1004次列车车票...

2019/1/20 星期日 15:33:41	[极速]线程启动完成,开始解析算法...

2019/1/20 星期日 15:33:41	[任务1]算法解析完成,开始申请订单...

2019/1/20 星期日 15:33:43	[任务2]目前排队人数已经超过余票张数

2019/1/20 星期日 15:33:43	[返回无票]该数据为缓存,将G1004车次放入小黑屋60秒...

2019/1/20 星期日 15:33:43	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/20 星期日 15:34:08	开始预订G1018次列车车票...

2019/1/20 星期日 15:34:09	[极速]线程启动完成,开始解析算法...

2019/1/20 星期日 15:34:09	[任务1]算法解析完成,开始申请订单...

2019/1/20 星期日 15:34:09	[任务2]实时余票为(1)张,继续提交...

2019/1/20 星期日 15:34:09	[任务4]当前无需验证码,开始提交订单...

2019/1/20 星期日 15:34:09	[任务5]排队人数现已超过余票数，请您选择其他席别或车次。

2019/1/20 星期日 15:34:09	[返回无票]该数据为缓存,将G1018车次放入小黑屋60秒...

2019/1/20 星期日 15:34:09	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/20 星期日 15:35:35	开始预订G1018次列车车票...

2019/1/20 星期日 15:35:35	[极速]线程启动完成,开始解析算法...

2019/1/20 星期日 15:35:35	[任务1]算法解析完成,开始申请订单...

2019/1/20 星期日 15:35:35	[任务2]实时余票为(1)张,继续提交...

2019/1/20 星期日 15:35:35	[任务4]当前无需验证码,开始提交订单...

2019/1/20 星期日 15:35:35	[任务5]排队人数现已超过余票数，请您选择其他席别或车次。

2019/1/20 星期日 15:35:35	[返回无票]该数据为缓存,将G1018车次放入小黑屋60秒...

2019/1/20 星期日 15:35:35	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/20 星期日 15:36:36	开始预订G1018次列车车票...

2019/1/20 星期日 15:36:36	[极速]线程启动完成,开始解析算法...

2019/1/20 星期日 15:36:36	[任务1]算法解析完成,开始申请订单...

2019/1/20 星期日 15:36:37	该用户已在其他地点登录或被踢出，正在重新登录...

2019/1/20 星期日 15:37:03	[自动登录]登录成功

2019/1/20 星期日 15:37:04	[普通]线程启动完成,开始解析算法...

2019/1/20 星期日 15:37:04	[任务1]算法解析完成,开始申请订单...

2019/1/20 星期日 15:37:04	[任务2]申请订单成功,开始获取令牌...

2019/1/20 星期日 15:37:04	[任务3]令牌获取完成,开始效验订单...

2019/1/20 星期日 15:37:06	[任务4]实时余票为(1)张,继续提交...

2019/1/20 星期日 15:37:06	[任务5]当前无需验证码,开始提交订单...

2019/1/20 星期日 15:37:06	[提交成功]等待处理,本次用时:2.63秒

2019/1/20 星期日 15:37:08	[获取结果]12306:尊敬的旅客，您的证件-黄钟鼎(421122198805026339)已订车票与本次购票行程冲突，请将已购车票办理改签，或办理退票后重新购票；如您确认此身份信息被他人冒用，请点击“网上举报”并确认后，可以继续购票。谢谢您的合作。

2019/1/20 星期日 15:37:08	[待处理]已停止任务,等待用户处理

2019/1/20 星期日 15:37:33	您的VIP已过期,已恢复为免费用户,续期请重新注册

2019/1/20 星期日 15:37:33	当前账号：hechaodp

2019/1/20 星期日 15:37:33	登录完毕，登录名称：formblackt@gmail.com

2019/1/20 星期日 15:39:48	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/20 星期日 15:40:18	开始预订G1004次列车车票...

2019/1/20 星期日 15:40:18	[极速]线程启动完成,开始解析算法...

2019/1/20 星期日 15:40:18	[任务1]算法解析完成,开始申请订单...

2019/1/20 星期日 15:40:19	[任务2]目前排队人数已经超过余票张数

2019/1/20 星期日 15:40:19	[返回无票]该数据为缓存,将G1004车次放入小黑屋60秒...

2019/1/20 星期日 15:40:19	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/20 星期日 15:40:20	开始预订G1018次列车车票...

2019/1/20 星期日 15:40:20	[极速]线程启动完成,开始解析算法...

2019/1/20 星期日 15:40:20	[任务1]算法解析完成,开始申请订单...

2019/1/20 星期日 15:40:21	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/20 星期日 15:40:36	开始预订G1018次列车车票...

2019/1/20 星期日 15:40:36	[极速]线程启动完成,开始解析算法...

2019/1/20 星期日 15:40:36	[任务1]算法解析完成,开始申请订单...

2019/1/20 星期日 15:40:36	[任务2]实时余票为(1)张,继续提交...

2019/1/20 星期日 15:40:36	[任务4]当前无需验证码,开始提交订单...

2019/1/20 星期日 15:40:37	[任务5]排队人数现已超过余票数，请您选择其他席别或车次。

2019/1/20 星期日 15:40:37	[返回无票]该数据为缓存,将G1018车次放入小黑屋60秒...

2019/1/20 星期日 15:40:37	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/20 星期日 15:46:28	开始预订G1002次列车车票...

2019/1/20 星期日 15:46:28	[极速]线程启动完成,开始解析算法...

2019/1/20 星期日 15:46:28	[任务1]算法解析完成,开始申请订单...

2019/1/20 星期日 15:46:28	[任务2]目前排队人数已经超过余票张数

2019/1/20 星期日 15:46:28	[返回无票]该数据为缓存,将G1002车次放入小黑屋60秒...

2019/1/20 星期日 15:46:28	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/20 星期日 15:47:41	开始预订G1002次列车车票...

2019/1/20 星期日 15:47:41	[极速]线程启动完成,开始解析算法...

2019/1/20 星期日 15:47:41	[任务1]算法解析完成,开始申请订单...

2019/1/20 星期日 15:47:42	[任务2]目前排队人数已经超过余票张数

2019/1/20 星期日 15:47:42	[返回无票]该数据为缓存,将G1002车次放入小黑屋60秒...

2019/1/20 星期日 15:47:42	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/20 星期日 15:50:56	开始预订G1002次列车车票...

2019/1/20 星期日 15:50:56	[极速]线程启动完成,开始解析算法...

2019/1/20 星期日 15:50:56	[任务1]算法解析完成,开始申请订单...

2019/1/20 星期日 15:50:56	[任务2]目前排队人数已经超过余票张数

2019/1/20 星期日 15:50:56	[返回无票]该数据为缓存,将G1002车次放入小黑屋60秒...

2019/1/20 星期日 15:50:56	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/20 星期日 15:54:37	开始预订G1002次列车车票...

2019/1/20 星期日 15:54:37	[极速]线程启动完成,开始解析算法...

2019/1/20 星期日 15:54:37	[任务1]算法解析完成,开始申请订单...

2019/1/20 星期日 15:54:37	[任务2]目前排队人数已经超过余票张数

2019/1/20 星期日 15:54:37	[返回无票]该数据为缓存,将G1002车次放入小黑屋60秒...

2019/1/20 星期日 15:54:37	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/20 星期日 16:26:11	开始预订G1018次列车车票...

2019/1/20 星期日 16:26:11	[极速]线程启动完成,开始解析算法...

2019/1/20 星期日 16:26:11	[任务1]算法解析完成,开始申请订单...

2019/1/20 星期日 16:26:12	[任务2]实时余票为(1)张,继续提交...

2019/1/20 星期日 16:26:12	[任务4]当前无需验证码,开始提交订单...

2019/1/20 星期日 16:26:12	[提交成功]等待处理,本次用时:1.41秒

2019/1/20 星期日 16:26:15	[获取结果]12306:尊敬的旅客，您的证件-黄钟鼎(421122198805026339)已订车票与本次购票行程冲突，请将已购车票办理改签，或办理退票后重新购票；如您确认此身份信息被他人冒用，请点击“网上举报”并确认后，可以继续购票。谢谢您的合作。

2019/1/20 星期日 16:26:15	[待处理]已停止任务,等待用户处理

2019/1/20 星期日 16:28:10	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/20 星期日 16:28:16	开始预订G1018次列车车票...

2019/1/20 星期日 16:28:16	[极速]线程启动完成,开始解析算法...

2019/1/20 星期日 16:28:16	[任务1]算法解析完成,开始申请订单...

2019/1/20 星期日 16:28:18	该用户已在其他地点登录或被踢出，正在重新登录...

2019/1/20 星期日 16:28:34	[自动登录]登录成功

2019/1/20 星期日 16:28:34	[普通]线程启动完成,开始解析算法...

2019/1/20 星期日 16:28:34	[任务1]算法解析完成,开始申请订单...

2019/1/20 星期日 16:28:35	[任务2]申请订单成功,开始获取令牌...

2019/1/20 星期日 16:28:35	[任务3]令牌获取完成,开始效验订单...

2019/1/20 星期日 16:28:36	[任务4]目前排队人数已经超过余票张数

2019/1/20 星期日 16:28:36	[返回无票]该数据为缓存,将G1018车次放入小黑屋60秒...

2019/1/20 星期日 16:28:36	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/20 星期日 16:29:39	开始预订G1018次列车车票...

2019/1/20 星期日 16:29:39	[极速]线程启动完成,开始解析算法...

2019/1/20 星期日 16:29:39	[任务1]算法解析完成,开始申请订单...

2019/1/20 星期日 16:29:40	[任务2]目前排队人数已经超过余票张数

2019/1/20 星期日 16:29:40	[返回无票]该数据为缓存,将G1018车次放入小黑屋60秒...

2019/1/20 星期日 16:29:40	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/20 星期日 16:30:42	开始预订G1018次列车车票...

2019/1/20 星期日 16:30:43	[极速]线程启动完成,开始解析算法...

2019/1/20 星期日 16:30:43	[任务1]算法解析完成,开始申请订单...

2019/1/20 星期日 16:30:43	[任务2]目前排队人数已经超过余票张数

2019/1/20 星期日 16:30:43	[返回无票]该数据为缓存,将G1018车次放入小黑屋60秒...

2019/1/20 星期日 16:30:43	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/20 星期日 16:31:44	开始预订G1018次列车车票...

2019/1/20 星期日 16:31:44	[极速]线程启动完成,开始解析算法...

2019/1/20 星期日 16:31:44	[任务1]算法解析完成,开始申请订单...

2019/1/20 星期日 16:31:45	[任务2]目前排队人数已经超过余票张数

2019/1/20 星期日 16:31:45	[返回无票]该数据为缓存,将G1018车次放入小黑屋60秒...

2019/1/20 星期日 16:31:45	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/20 星期日 16:32:49	开始预订G1018次列车车票...

2019/1/20 星期日 16:32:49	[极速]线程启动完成,开始解析算法...

2019/1/20 星期日 16:32:49	[任务1]算法解析完成,开始申请订单...

2019/1/20 星期日 16:32:49	[任务2]目前排队人数已经超过余票张数

2019/1/20 星期日 16:32:49	[返回无票]该数据为缓存,将G1018车次放入小黑屋60秒...

2019/1/20 星期日 16:32:49	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/20 星期日 16:33:52	开始预订G1018次列车车票...

2019/1/20 星期日 16:33:52	[极速]线程启动完成,开始解析算法...

2019/1/20 星期日 16:33:52	[任务1]算法解析完成,开始申请订单...

2019/1/20 星期日 16:33:53	[任务2]目前排队人数已经超过余票张数

2019/1/20 星期日 16:33:53	[返回无票]该数据为缓存,将G1018车次放入小黑屋60秒...

2019/1/20 星期日 16:33:53	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/20 星期日 16:34:54	开始预订G1018次列车车票...

2019/1/20 星期日 16:34:54	[极速]线程启动完成,开始解析算法...

2019/1/20 星期日 16:34:54	[任务1]算法解析完成,开始申请订单...

2019/1/20 星期日 16:34:54	[任务2]目前排队人数已经超过余票张数

2019/1/20 星期日 16:34:54	[返回无票]该数据为缓存,将G1018车次放入小黑屋60秒...

2019/1/20 星期日 16:34:54	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/20 星期日 16:36:32	开始预订G1018次列车车票...

2019/1/20 星期日 16:36:32	[极速]线程启动完成,开始解析算法...

2019/1/20 星期日 16:36:32	[任务1]算法解析完成,开始申请订单...

2019/1/20 星期日 16:36:34	[任务2]目前排队人数已经超过余票张数

2019/1/20 星期日 16:36:34	[返回无票]该数据为缓存,将G1018车次放入小黑屋60秒...

2019/1/20 星期日 16:36:34	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/20 星期日 16:57:42	开始预订G1002次列车车票...

2019/1/20 星期日 16:57:42	[极速]线程启动完成,开始解析算法...

2019/1/20 星期日 16:57:42	[任务1]算法解析完成,开始申请订单...

2019/1/20 星期日 16:57:43	[任务2]目前排队人数已经超过余票张数

2019/1/20 星期日 16:57:43	[返回无票]该数据为缓存,将G1002车次放入小黑屋60秒...

2019/1/20 星期日 16:57:43	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/20 星期日 16:59:20	开始预订G1002次列车车票...

2019/1/20 星期日 16:59:20	[极速]线程启动完成,开始解析算法...

2019/1/20 星期日 16:59:20	[任务1]算法解析完成,开始申请订单...

2019/1/20 星期日 16:59:21	[任务2]目前排队人数已经超过余票张数

2019/1/20 星期日 16:59:21	[返回无票]该数据为缓存,将G1002车次放入小黑屋60秒...

2019/1/20 星期日 16:59:21	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/20 星期日 17:00:22	开始预订G1002次列车车票...

2019/1/20 星期日 17:00:22	[极速]线程启动完成,开始解析算法...

2019/1/20 星期日 17:00:22	[任务1]算法解析完成,开始申请订单...

2019/1/20 星期日 17:00:23	[任务2]目前排队人数已经超过余票张数
